gem_parent,gem_norm,gvkey,conm,fic,isin,match_type,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,total_mw,alpha
Guotong New Energy Co Ltd,guotong new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,jaccard_0.50,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Guotong New Energy Co Ltd,guotong new energy,326109,NEW ENERGY SOLAR,AUS,AU000000NEW2,jaccard_0.50,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Yiyang New Energy Co Ltd,ningbo yiyang new energy,270698,NINGBO ENERGY GROUP CO LTD,CHN,CNE000001K24,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Sinohydro Group New Energy Development Co Ltd,sinohydro new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.50,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Sinohydro Group New Energy Development Co Ltd,sinohydro new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Sinohydro Group New Energy Development Co Ltd,sinohydro new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Datang Shandong Yantai Electric Power Development Co Ltd,datang shandong yantai electric power development,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Datang Shandong New Energy Co Ltd,datang shandong new energy,315641,SHANDONG HI-SPEED NEW ENERGY,CYM,KYG1146W1134,jaccard_0.60,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Shandong Liqi New Energy Co Ltd,shandong liqi new energy,315641,SHANDONG HI-SPEED NEW ENERGY,CYM,KYG1146W1134,jaccard_0.60,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Zhongruiruizhi Energy Co Ltd,ningbo zhongruiruizhi energy,270698,NINGBO ENERGY GROUP CO LTD,CHN,CNE000001K24,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Zhongruiruizhi Energy Co Ltd,ningbo zhongruiruizhi energy,349548,NINGBO SHIMAO ENERGY CO LTD,CHN,CNE1000077Z5,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Zhongrui Qingfeng Energy Co Ltd,ningbo zhongrui qingfeng energy,270698,NINGBO ENERGY GROUP CO LTD,CHN,CNE000001K24,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Zhongruiruifeng Energy Co Ltd,ningbo zhongruiruifeng energy,270698,NINGBO ENERGY GROUP CO LTD,CHN,CNE000001K24,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Zhongruiruifeng Energy Co Ltd,ningbo zhongruiruifeng energy,349548,NINGBO SHIMAO ENERGY CO LTD,CHN,CNE1000077Z5,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Zhongrui Energy Co Ltd,ningbo zhongrui energy,270698,NINGBO ENERGY GROUP CO LTD,CHN,CNE000001K24,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Ningbo Zhongrui Energy Co Ltd,ningbo zhongrui energy,349548,NINGBO SHIMAO ENERGY CO LTD,CHN,CNE1000077Z5,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Guodian Power Shandong New Energy Development CO LTD Wulian Branch,guodian power shandong new energy development wulian branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Datang Shandong Clean Energy Development Co Ltd,datang shandong clean energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Shenzhen Qianhai Yuhua Clean Energy Investment Co Ltd,shenzhen qianhai yuhua clean energy investment,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Guodian Power New Energy Development Co Ltd,guodian power new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,jaccard_0.67,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Guodian Power New Energy Development Co Ltd,guodian power new energy development,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.67,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Guodian Power New Energy Development Co Ltd,guodian power new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.67,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Guodian Power New Energy Development Co Ltd,guodian power new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.67,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Xinjiang Xinfengyu New Energy Development Co Ltd,xinjiang xinfengyu new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Xinjiang Xinfengyu New Energy Development Co Ltd,xinjiang xinfengyu new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
China Power Chuantou Green New Energy (Chengdu) Co Ltd,china power chuantou green new energy chengdu,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Xinjiang Xinneng Dongjiang Energy Development Co Ltd,xinjiang xinneng dongjiang energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Shenzhen Jinxin Energy Development Co Ltd,shenzhen jinxin energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Shenzhen Jinxin Energy Development Co Ltd,shenzhen jinxin energy development,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Shenzhen Clou New Energy Service Co Ltd,shenzhen clou new energy service,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
State Power Investment Group Yunnan International Power Investment New Energy Co Ltd,state power investment yunnan international power investment new energy,103124,INTERNATIONAL POWER PLC,GBR,GB0006320161,comp_subset,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Dawood Lawrencepur Ltd,dawood lawrencepur,271486,DAWOOD LAWRENCEPUR LTD,PAK,PK0001201018,exact_norm,0.0,0.0,0.0,50.0,0.0,50.0,0.0000
Shenzhen Wanrun New Energy Co Ltd,shenzhen wanrun new energy,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,0.0,49.5,0.0,49.5,0.0000
China Energy Group Xinjiang Energy Co Ltd,china energy xinjiang energy,272327,XINJIANG TIANFU ENERGY CO,CHN,CNE0000019W6,jaccard_0.50,0.0,0.0,0.0,49.5,0.0,49.5,0.0000
China Energy Group Xinjiang Energy Co Ltd,china energy xinjiang energy,353985,XINJIANG LIXIN ENE,CHN,CNE100005GM6,jaccard_0.50,0.0,0.0,0.0,49.5,0.0,49.5,0.0000
Alten Energías Renovables,alten energias renovables,287982,IBERDROLA RENOVABLES SA,ESP,ES0147645016,jaccard_0.50,0.0,0.0,49.2,0.0,0.0,49.2,0.0000
State Grid Hubei Electric Power Co Ltd Trade Union Committee,state grid hubei electric power trade union committee,116304,UNION ELECTRIC CO,USA,,comp_subset,0.0,49.0,0.0,0.0,49.0,49.0,1.0000
Goteborg Energi AB,goteborg energi ab,310791,SKANSKA ENERGI AB,SWE,SE0004051969,jaccard_0.50,0.0,0.0,0.0,48.3,0.0,48.3,0.0000
Henan GCL New Energy Investment Co Ltd,henan gcl new energy investment,207224,GCL NEW ENERGY HOLDINGS LTD,BMU,BMG3775G1539,comp_subset,0.0,0.0,48.0,0.0,0.0,48.0,0.0000
Ningxia Aluminum Electric New Energy Technology Development Co Ltd,ningxia aluminum electric new energy technology development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,48.0,0.0,0.0,48.0,0.0000
Greenvolt - Energias Renováveis SA,greenvolt energias renovaveis,349471,GREENVOLT ENERGIAS RENOVAV,PRT,PTGNV0AM0001,gem_subset,0.0,0.0,48.0,0.0,0.0,48.0,0.0000
Anhui Tianyang Energy Technology Development Co Ltd,anhui tianyang energy technology development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Huadian Fuxin New Energy Co Ltd,huadian fuxin new energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Huadian Fuxin New Energy Co Ltd,huadian fuxin new energy,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Huadian Fuxin Energy Development CO LTD Zhangping Windpower Branch,huadian fuxin energy development zhangping windpower branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Huadian Fuxin Energy Development CO LTD Zhangping Windpower Branch,huadian fuxin energy development zhangping windpower branch,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Guangxi Rongtai Juhe New Energy Technology Co Ltd,guangxi rongtai juhe new energy technology,272290,GUANGXI ENERGY CO LTD,CHN,CNE000001741,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Hunan Lianyun Wangyunshan New Energy Development Co Ltd,hunan lianyun wangyunshan new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
China Guangdong New Energy Holdings Co Ltd,china guangdong new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
China Power Investment Jiangxi Power CO LTD New Energy Branch,china power investment jiangxi power new energy branch,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
State Power Investment Group New Energy Co,state power investment new energy,260185,SICHUAN NEW ENERGY POWER CO,CHN,CNE0000014Z0,jaccard_0.50,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Guodian Power Shandong New Energy Development CO LTD Juxian Branch,guodian power shandong new energy development juxian branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Changdu Beikong Clean Energy Development Co Ltd,changdu beikong clean energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Sichuan Tieneng Electric Power Development Co Ltd,sichuan tieneng electric power development,271174,SICHUAN MINGXING ELEC PWR CO,CHN,CNE000000SC4,jaccard_0.50,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Sichuan Tieneng Electric Power Development Co Ltd,sichuan tieneng electric power development,211744,GUANGDONG ELECTRIC POWER DEV,CHN,CNE0000006J0,jaccard_0.50,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Sichuan Tieneng Electric Power Development Co Ltd,sichuan tieneng electric power development,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,jaccard_0.50,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
Kütle Enerji Yatırım Üretim ve Ticaret AS,kutle enerji yatırım uretim ve ticaret as,246858,AKSU ENERJI VE TICARET AS,TUR,TRAAKSUE91L2,jaccard_0.50,0.0,0.0,0.0,48.0,0.0,48.0,0.0000
American Hydro Power Co,american hydro power,001440,AMERICAN ELECTRIC POWER CO,USA,,jaccard_0.50,47.9,0.0,0.0,0.0,47.9,47.9,1.0000
Alupar Investimento  SA,alupar investimento,315416,ALUPAR INVESTIMENTO SA,BRA,BRALUPCDAM15,exact_norm,0.0,0.0,47.2,0.0,0.0,47.2,0.0000
Huadian Fuxin Energy Development CO LTDFuqing Branch,huadian fuxin energy development ltdfuqing branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,47.0,0.0,47.0,0.0000
Huadian Fuxin Energy Development CO LTDFuqing Branch,huadian fuxin energy development ltdfuqing branch,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,47.0,0.0,47.0,0.0000
Jinyun County Xinxing Electric Power Development Co Ltd,jinyun county xinxing electric power development,271031,ELEC POWER DEVELOPMENT CO,JPN,JP3551200003,comp_subset,0.0,0.0,0.0,46.0,0.0,46.0,0.0000
Changtu Yuanfeng New Energy Development Co Ltd,changtu yuanfeng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,45.5,0.0,45.5,0.0000
Changtu Yuanfeng New Energy Development Co Ltd,changtu yuanfeng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,45.5,0.0,45.5,0.0000
Shenzhen Xinwangda Integrated Energy Service Co Ltd,shenzhen xinwangda integrated energy service,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,45.0,0.0,0.0,45.0,0.0000
Energy Developments Pty Ltd,energy developments pty,202019,ENERGY DEVELOPMENTS LTD,AUS,AU000000ENE0,comp_subset,0.0,0.0,6.6,38.0,0.0,44.6,0.0000
HD Renewable Energy Co Ltd,hd renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,exact_norm,0.0,0.0,43.2,0.0,0.0,43.2,0.0000
Huadian Fuxin Energy Development CO LTD Fuqing Branch,huadian fuxin energy development fuqing branch,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,43.0,0.0,43.0,0.0000
Huadian Fuxin Energy Development CO LTD Fuqing Branch,huadian fuxin energy development fuqing branch,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,43.0,0.0,43.0,0.0000
Huadian Group New Energy Development Co Ltd,huadian new energy development,271762,HUADIAN LIAONING ENERGY DEV,CHN,CNE0000017N9,comp_subset,0.0,0.0,0.0,42.5,0.0,42.5,0.0000
Huadian Group New Energy Development Co Ltd,huadian new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,comp_subset,0.0,0.0,0.0,42.5,0.0,42.5,0.0000
Huadian Group New Energy Development Co Ltd,huadian new energy development,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,42.5,0.0,42.5,0.0000
Huadian Group New Energy Development Co Ltd,huadian new energy development,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,42.5,0.0,42.5,0.0000
Huadian Group New Energy Development Co Ltd,huadian new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,42.5,0.0,42.5,0.0000
Huadian Group New Energy Development Co Ltd,huadian new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,42.5,0.0,42.5,0.0000
Chongqing Lvxin Energy Development Co Ltd,chongqing lvxin energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,42.0,0.0,0.0,42.0,0.0000
Renewable Japan Co Ltd,renewable japan,351362,RENEWABLE JAPAN CO.LTD.,JPN,JP3974580007,exact_norm,0.0,0.0,42.0,0.0,0.0,42.0,0.0000
Ormat Technologies Inc,ormat technologies,160913,ORMAT TECHNOLOGIES INC,USA,,exact_norm,0.0,0.0,42.0,0.0,0.0,42.0,0.0000
Wallenstam Energi AB,wallenstam energi ab,310791,SKANSKA ENERGI AB,SWE,SE0004051969,jaccard_0.50,0.0,0.0,0.0,42.0,0.0,42.0,0.0000
Belen Elektrik Üretim AS,belen elektrik uretim as,339169,PAMUKOVA YENILENEBILIR ELEKT,TUR,TREBOMO00012,jaccard_0.50,0.0,0.0,0.0,42.0,0.0,42.0,0.0000
Beijing Huiliang New Energy Development Co Ltd,beijing huiliang new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,41.8,0.0,41.8,0.0000
Beijing Huiliang New Energy Development Co Ltd,beijing huiliang new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,41.8,0.0,41.8,0.0000
Changchun Shangdian New Energy Development Co Ltd,changchun shangdian new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,40.2,0.0,40.2,0.0000
Changchun Shangdian New Energy Development Co Ltd,changchun shangdian new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,40.2,0.0,40.2,0.0000
CNNC (Nanjing) Energy Development Co Ltd,cnnc nanjing energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Gansu China Power Investment Jineng New Energy Co Ltd,gansu china power investment jineng new energy,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Jiangsu Dahai New Energy Technology Co Ltd,jiangsu dahai new energy technology,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Wuxi Yongxu New Energy Development Co Ltd,wuxi yongxu new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Wuxi Yongxu New Energy Development Co Ltd,wuxi yongxu new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Shaanxi Energy Investment Co Ltd,shaanxi energy investment,356341,SHAANXI ENERGY INVESTMENT CO,CHN,CNE100005Z70,exact_norm,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Xinjiang Hanyuan Hengtai Energy Development Co Ltd,xinjiang hanyuan hengtai energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Xinjiang Haoyuan Hengxiang New Energy Development Co Ltd,xinjiang haoyuan hengxiang new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
China Power Construction (Xinping) New Energy Development CO LTD Co Ltd,china power construction xinping new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
China Power Construction (Xinping) New Energy Development CO LTD Co Ltd,china power construction xinping new energy development,252355,CHINA POWER NEW ENERGY DEV,BMU,HK0000350550,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
BKS Green Energy Corp,bks green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
BKS Green Energy Corp,bks green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
BKS Green Energy Corp,bks green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
BKS Green Energy Corp,bks green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
BKS Green Energy Corp,bks green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
BKS Green Energy Corp,bks green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Public Service Electric and Gas CO (PSE&G),service electric and gas pseg,146774,ROCHESTER GAS & ELECTRC CORP,USA,,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Public Service Electric and Gas CO (PSE&G),service electric and gas pseg,012749,PUBLIC SERVICE ELEC & GAS CO,USA,,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Public Service Electric and Gas CO (PSE&G),service electric and gas pseg,023465,LOUISVILLE GAS AND ELECTRIC,USA,,comp_subset,0.0,0.0,40.0,0.0,0.0,40.0,0.0000
Baiyin Yicheng New Energy Development Co Ltd,baiyin yicheng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Baiyin Yicheng New Energy Development Co Ltd,baiyin yicheng new energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Huadian Henan New Energy Power Generation CO LTD Yanjin Branch,huadian henan new energy power generation yanjin branch,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Huadian Henan New Energy Power Generation CO LTD Yanjin Branch,huadian henan new energy power generation yanjin branch,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Alax League Zhonghe Energy Development Co Ltd,alax league zhonghe energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Baicheng Tongyu Energy Development Co Ltd,baicheng tongyu energy development,286048,ENERGY DEV CO LTD,IND,INE306C01019,comp_subset,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Korys Renewable Energy BV,korys renewable energy,360898,CITICORE RENEWABLE ENERGY CO,PHL,PH0000058844,jaccard_0.50,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Korys Renewable Energy BV,korys renewable energy,039049,WESTBRIDGE RENWBLE ENRG CORP,CAN,,jaccard_0.50,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Korys Renewable Energy BV,korys renewable energy,351868,HD RENEWABLE ENERGY CO LTD,TWN,TW0006873003,jaccard_0.50,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Korys Renewable Energy BV,korys renewable energy,292414,ENLIGHT RENEWABLE ENERGY,ISR,,jaccard_0.50,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Korys Renewable Energy BV,korys renewable energy,349595,ECONERGY RENEWABLE ENERGY,ISR,IL0011783342,jaccard_0.50,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Korys Renewable Energy BV,korys renewable energy,363653,SANTI RENEWABLE ENERGY CO,TWN,TW0006946007,jaccard_0.50,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Korys Renewable Energy BV,korys renewable energy,343320,GITA RENEWABLE ENERGY LTD,IND,INE776O01018,jaccard_0.50,0.0,0.0,0.0,40.0,0.0,40.0,0.0000
Empresa De Energia Del Pacifico SA,empresa de energia del pacifico,312080,ENERGIA DEL PACIFICO SA,PER,PEP735005006,jaccard_0.50,0.0,0.0,39.8,0.0,0.0,39.8,0.0000
MJX Asset Management LLC,mjx asset management,321729,GLOBAL ASSET MANAGEMENT,ZAF,ZAE000173498,jaccard_0.50,0.0,39.2,0.0,0.0,39.2,39.2,1.0000
Kazanım Enerji Yatırım Üretim ve Ticaret AS,kazanım enerji yatırım uretim ve ticaret as,246858,AKSU ENERJI VE TICARET AS,TUR,TRAAKSUE91L2,jaccard_0.50,0.0,0.0,0.0,39.0,0.0,39.0,0.0000
Eber Elektrik Üretim AS,eber elektrik uretim as,339169,PAMUKOVA YENILENEBILIR ELEKT,TUR,TREBOMO00012,jaccard_0.50,0.0,0.0,0.0,39.0,0.0,39.0,0.0000
Hanwha Asset Management Co Ltd,hanwha asset management,321729,GLOBAL ASSET MANAGEMENT,ZAF,ZAE000173498,jaccard_0.50,0.0,0.0,0.0,39.0,0.0,39.0,0.0000
Huadian Jilin Energy Co Ltd,huadian jilin energy,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,0.0,38.3,0.0,38.3,0.0000
Huadian Jilin Energy Co Ltd,huadian jilin energy,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,0.0,38.3,0.0,38.3,0.0000
Elfa Elektrik Üretim AS,elfa elektrik uretim as,339169,PAMUKOVA YENILENEBILIR ELEKT,TUR,TREBOMO00012,jaccard_0.50,0.0,0.0,0.0,38.0,0.0,38.0,0.0000
Houju Energy Technology Co Ltd,houju energy technology,332452,GCL ENERGY TECHNOLOGY CO LTD,CHN,CNE000001K08,jaccard_0.50,0.0,0.0,37.6,0.0,0.0,37.6,0.0000
Houju Energy Technology Co Ltd,houju energy technology,352078,J AND V ENERGY TECHNOLOGY,TWN,TW0006869001,jaccard_0.50,0.0,0.0,37.6,0.0,0.0,37.6,0.0000
Rent-A-Port Green Energy NV,rentaport green energy,354082,THACHANG GREEN ENERGY PCL,THA,THA918010002,jaccard_0.50,0.0,0.0,0.0,37.1,0.0,37.1,0.0000
Rent-A-Port Green Energy NV,rentaport green energy,330659,KPI GREEN ENERGY LIMITED,IND,INE542W01025,jaccard_0.50,0.0,0.0,0.0,37.1,0.0,37.1,0.0000
Rent-A-Port Green Energy NV,rentaport green energy,327477,ADANI GREEN ENERGY,IND,INE364U01010,jaccard_0.50,0.0,0.0,0.0,37.1,0.0,37.1,0.0000
Rent-A-Port Green Energy NV,rentaport green energy,364457,NTPC GREEN ENERGY LIMITED,IND,INE0ONG01011,jaccard_0.50,0.0,0.0,0.0,37.1,0.0,37.1,0.0000
Rent-A-Port Green Energy NV,rentaport green energy,260062,SPIC GREEN ENERGY CO LTD,CHN,CNE000001CR4,jaccard_0.50,0.0,0.0,0.0,37.1,0.0,37.1,0.0000
Rent-A-Port Green Energy NV,rentaport green energy,329188,GRAND GREEN ENERGY CO LTD,TWN,TW0006639008,jaccard_0.50,0.0,0.0,0.0,37.1,0.0,37.1,0.0000
Centrans Energy Services Inc,centrans energy services,326162,ALTEO ENERGY SERVICES PUBLIC,HUN,HU0000155726,jaccard_0.50,0.0,37.0,0.0,0.0,37.0,37.0,1.0000
Centrans Energy Services Inc,centrans energy services,227226,CHARISMA ENERGY SERVICES LTD,SGP,SGXE64291615,jaccard_0.50,0.0,37.0,0.0,0.0,37.0,37.0,1.0000
Huadian New Energy Group International Investment Co Ltd,huadian new energy international investment,367697,HUADIAN NEW ENERGY GROUP COR,CHN,CNE1000074V1,comp_subset,0.0,0.0,36.5,0.0,0.0,36.5,0.0000
Huadian New Energy Group International Investment Co Ltd,huadian new energy international investment,213510,HUADIAN ENERGY CO LTD,CHN,CNE000000KX7,comp_subset,0.0,0.0,36.5,0.0,0.0,36.5,0.0000
Shenzhen Tuori New Energy Technology Co Ltd,shenzhen tuori new energy technology,251378,SHENZHEN ENERGY GROUP CO LTD,CHN,CNE000000933,comp_subset,0.0,0.0,36.5,0.0,0.0,36.5,0.0000
Guizhou Yuanpeng New Energy Development Co Ltd,guizhou yuanpeng new energy development,327598,JIANGSU NEW ENERGY,CHN,CNE1000036F3,comp_subset,0.0,0.0,36.0,0.0,0.0,36.0,0.0000
