parent_name,coal_mw,gas_mw,solar_mw,wind_mw,fossil_mw,clean_mw,total_mw,alpha,units
The West Bengal Power Development Corporation Ltd,3760.0,0.0,0.0,0.0,3760.0,0.0,3760.0,1.0000,15
General Electric Co,0.0,3272.9,36.9,423.0,3272.9,459.9,3732.9,0.8768,30
GS Holdings Corp,267.0,3445.4,0.0,0.0,3712.4,0.0,3712.4,1.0000,14
Niger Delta Power Holding Co,0.0,3709.0,0.0,0.0,3709.0,0.0,3709.0,1.0000,27
Huaneng New Energy Co Ltd,0.0,0.0,410.0,3298.2,0.0,3708.2,3708.2,0.0000,51
E.ON SE,1825.0,1495.2,48.0,320.3,3320.2,368.3,3688.4,0.9002,40
East Kentucky Power Cooperative Inc,1952.5,1679.0,0.0,0.0,3631.5,0.0,3631.5,1.0000,18
ArcLight Capital Holdings LLC,748.8,2864.6,0.0,0.0,3613.4,0.0,3613.4,1.0000,72
Portland General Electric Co,311.2,2090.6,0.0,1204.8,2401.8,1204.8,3606.6,0.6659,15
J&F Investimentos SA,350.0,3241.4,0.0,0.0,3591.4,0.0,3591.4,1.0000,11
B.Grimm Power PCL,0.0,2803.3,771.9,16.0,2803.3,787.9,3591.2,0.7806,29
Omaha Public Power District,1743.2,1792.0,0.0,0.0,3535.2,0.0,3535.2,1.0000,19
CECEP Solar Energy Technology Co Ltd,0.0,0.0,3532.8,0.0,0.0,3532.8,3532.8,0.0000,86
Jiangsu Xukuang Energy Co Ltd,3490.0,0.0,0.0,0.0,3490.0,0.0,3490.0,1.0000,8
National Grid PLC,0.0,3480.4,0.0,0.0,3480.4,0.0,3480.4,1.0000,28
Guangdong Baolihua New ENERGY STOCK Co Ltd,3470.0,0.0,0.0,0.0,3470.0,0.0,3470.0,1.0000,8
Shaanxi Yulin Energy Group Co Ltd,3270.0,0.0,200.0,0.0,3270.0,200.0,3470.0,0.9424,16
Osaka Gas Co Ltd,246.0,3183.5,0.0,0.0,3429.6,0.0,3429.6,1.0000,23
China Southern Power Grid Co Ltd,1413.8,1911.0,103.0,0.0,3324.8,103.0,3427.8,0.9700,41
Binzhou Wenxian Huaxin Enterprise Management Partnership LP,3404.3,0.0,0.0,0.0,3404.3,0.0,3404.3,1.0000,11
I Squared Capital Advisors LLC,0.0,3398.2,0.0,0.0,3398.2,0.0,3398.2,1.0000,18
LUKOIL PJSC,0.0,3343.6,30.0,0.0,3343.6,30.0,3373.6,0.9911,40
Investment Corporation of Dubai,0.0,3360.0,0.0,0.0,3360.0,0.0,3360.0,1.0000,7
Azure Power,0.0,0.0,3346.0,0.0,0.0,3346.0,3346.0,0.0000,32
Masdar Clean Energy,0.0,0.0,2298.2,1041.2,0.0,3339.4,3339.4,0.0000,20
Office National de l'Electricité et de l'Eau Potable (Morocco),475.0,1573.0,0.0,1262.0,2048.0,1262.0,3310.0,0.6187,22
Stanwell Corp Ltd,3305.0,0.0,0.0,0.0,3305.0,0.0,3305.0,1.0000,9
Energy of Donbass,3300.0,0.0,0.0,0.0,3300.0,0.0,3300.0,1.0000,14
Hebei Construction & Investment Group Co Ltd,3257.3,0.0,6.0,1.1,3257.3,7.1,3264.4,0.9978,19
Qinghai Upper Yellow River Hydropower Development Co Ltd,0.0,0.0,3110.0,150.0,0.0,3260.0,3260.0,0.0000,18
Huaneng Nanjing Jinling Power Generation Co Ltd,2060.0,1162.0,0.0,0.0,3222.0,0.0,3222.0,1.0000,6
Aksa Enerji Uretim AŞ,270.0,2948.1,0.0,0.0,3218.1,0.0,3218.1,1.0000,14
Eurasian Resources Group SARL,2765.0,295.0,0.0,155.0,3060.0,155.0,3215.0,0.9518,21
FirstEnergy Corp,3204.0,0.0,0.0,0.0,3204.0,0.0,3204.0,1.0000,5
Beijing State-owned Capital Management Center,1869.9,1331.0,0.0,0.0,3200.9,0.0,3200.9,1.0000,36
Huaneng Lancangjiang New Energy Co Ltd,0.0,0.0,3172.7,0.0,0.0,3172.7,3172.7,0.0000,43
EDP SA,0.0,3160.9,0.0,10.5,3160.9,10.5,3171.4,0.9967,12
K-Electric Ltd,0.0,3152.8,0.0,0.0,3152.8,0.0,3152.8,1.0000,12
Xuzhou Coal Mining Group Corp,2640.0,500.8,0.0,0.0,3140.8,0.0,3140.8,1.0000,18
Sharjah Electricity & Water Authority,0.0,3136.0,0.0,0.0,3136.0,0.0,3136.0,1.0000,25
Consolidated Edison Development Inc.,0.0,0.0,3131.2,0.0,0.0,3131.2,3131.2,0.0000,56
China Guangdong Nuclear Solar Energy Development Co Ltd,0.0,0.0,3120.0,0.0,0.0,3120.0,3120.0,0.0000,26
Lower Colorado River Authority,1186.9,1914.4,0.0,0.0,3101.3,0.0,3101.3,1.0000,14
HK Electric Investments and HK Electric Investments Ltd,1050.0,1995.0,0.0,0.0,3045.0,0.0,3045.0,1.0000,12
ACON Investments,0.0,3041.0,0.0,0.0,3041.0,0.0,3041.0,1.0000,50
Hindalco Industries Ltd,2983.2,0.0,25.0,21.0,2983.2,46.0,3029.2,0.9848,31
Blackstone Inc,1260.0,1751.0,0.0,0.0,3011.0,0.0,3011.0,1.0000,6
Saskatchewan Power Corp,1333.0,1506.5,0.0,161.0,2839.5,161.0,3000.5,0.9463,15
Ningxia Longyuan New Energy Co Ltd,0.0,0.0,3000.0,0.0,0.0,3000.0,3000.0,0.0000,2
Ningxia Power Investment Yongli (Zhongwei) New Energy Co Ltd,0.0,0.0,3000.0,0.0,0.0,3000.0,3000.0,0.0000,1
Huadian Fuxin Energy Development Co Ltd.,0.0,0.0,1100.0,1883.3,0.0,2983.3,2983.3,0.0000,67
DE Shaw Renewable Investments (DESRI),0.0,0.0,2453.9,522.7,0.0,2976.6,2976.6,0.0000,44
Yunnan Energy Investment Co Ltd,0.0,0.0,568.0,2404.3,0.0,2972.3,2972.3,0.0000,21
State Power Investment Corporation Guizhou Jinyuan Weining Energy Co Ltd,0.0,0.0,2963.4,0.0,0.0,2963.4,2963.4,0.0000,52
Xinhong Power Investment,2962.9,0.0,0.0,0.0,2962.9,0.0,2962.9,1.0000,11
Enel Green Power Brasil Participações Ltda,0.0,0.0,60.0,2892.4,0.0,2952.4,2952.4,0.0000,82
China Datang Corporation Renewable Power Co Ltd,0.0,0.0,980.4,1969.1,0.0,2949.5,2949.5,0.0000,48
JEA,595.0,2345.4,0.0,0.0,2940.4,0.0,2940.4,1.0000,13
EP Group AS,2930.9,0.0,0.0,0.0,2930.9,0.0,2930.9,1.0000,10
WPD AG,0.0,0.0,0.0,2930.9,0.0,2930.9,2930.9,0.0000,140
Arian MahTaab Gostar Co,0.0,2745.2,0.0,185.0,2745.2,185.0,2930.2,0.9369,12
KEPCO Shanxi International,2927.9,0.0,0.0,0.0,2927.9,0.0,2927.9,1.0000,36
Colbun SA,350.0,1516.2,0.0,1055.0,1866.2,1055.0,2921.2,0.6388,11
Eren Holding AŞ,2790.0,100.0,0.0,0.0,2890.0,0.0,2890.0,1.0000,8
Haryana Power Generation Co Ltd,2885.0,0.0,0.0,0.0,2885.0,0.0,2885.0,1.0000,10
KKR & Co. Inc,249.4,2593.4,15.0,22.4,2842.9,37.4,2880.3,0.9870,24
The Martyrs and Veterans Affairs Foundation,0.0,2868.0,0.0,0.0,2868.0,0.0,2868.0,1.0000,6
Chhattisgarh State Power Generation Co Ltd,2840.0,0.0,0.0,0.0,2840.0,0.0,2840.0,1.0000,9
Advanced Power AG,0.0,2662.7,168.0,0.0,2662.7,168.0,2830.6,0.9407,8
Formosa Petrochemical Corp,2804.0,0.0,0.0,0.0,2804.0,0.0,2804.0,1.0000,15
Ping An Life Insurance Co Ltd,2791.2,0.0,0.0,0.0,2791.2,0.0,2791.2,1.0000,12
Avaada Energy,0.0,0.0,2790.0,0.0,0.0,2790.0,2790.0,0.0000,15
Sembcorp Industries Ltd,600.0,2175.4,0.0,0.0,2775.4,0.0,2775.4,1.0000,10
Asterion Industrial Partners SGEIC SA,1619.0,1134.0,0.0,0.0,2753.0,0.0,2753.0,1.0000,7
Seminole Electric Cooperative Inc,717.0,2036.0,0.0,0.0,2753.0,0.0,2753.0,1.0000,8
Karadeniz Holding AŞ,0.0,2718.5,0.0,0.0,2718.5,0.0,2718.5,1.0000,16
Metlen Energy & Metals SA,0.0,2040.6,622.0,43.2,2040.6,665.2,2705.8,0.7542,10
Enel Green Power España SL,0.0,0.0,365.7,2339.1,0.0,2704.8,2704.8,0.0000,95
RattanIndia Power Ltd,2700.0,0.0,0.0,0.0,2700.0,0.0,2700.0,1.0000,10
Guangdong Energy Group Co Ltd,0.0,0.0,2496.0,200.0,0.0,2696.0,2696.0,0.0000,21
China Energy Construction Group Investment Co Ltd,0.0,0.0,2108.0,585.0,0.0,2693.0,2693.0,0.0000,25
Electricity Of Lebanon,0.0,2684.0,0.0,0.0,2684.0,0.0,2684.0,1.0000,17
Baoshan Iron & Steel Co Ltd,1832.6,850.0,0.0,0.0,2682.6,0.0,2682.6,1.0000,16
Shamara Holding Group,0.0,2670.0,0.0,0.0,2670.0,0.0,2670.0,1.0000,9
China Energy Investment Group Ningxia Power Co Ltd,0.0,0.0,2666.7,0.0,0.0,2666.7,2666.7,0.0000,3
Old Dominion Electric Cooperative,424.0,2221.7,0.0,0.0,2645.7,0.0,2645.7,1.0000,11
Tanweer Infrastructure SAOC,2640.0,0.0,0.0,0.0,2640.0,0.0,2640.0,1.0000,4
Shaanxi Investment Group Co Ltd,2318.3,0.0,0.0,320.0,2318.3,320.0,2638.3,0.8787,20
Copenhagen Infrastructure Partners P/S,0.0,0.0,780.1,1853.9,0.0,2634.0,2634.0,0.0000,23
Yunnan Investment Holding Group Co Ltd,2592.0,30.0,0.0,0.0,2622.0,0.0,2622.0,1.0000,22
PacifiCorp,0.0,0.0,0.0,2618.9,0.0,2618.9,2618.9,0.0000,15
Jiuquan Iron and Steel (Group) Co Ltd,2017.8,0.0,600.0,0.0,2017.8,600.0,2617.8,0.7708,12
Engie North America Inc,0.0,0.0,0.0,2615.2,0.0,2615.2,2615.2,0.0000,15
Xinjiang Tianfu Energy Co Ltd,2575.0,0.0,40.0,0.0,2575.0,40.0,2615.0,0.9847,10
Tata Power Renewable Energy Ltd,0.0,0.0,2595.3,0.0,0.0,2595.3,2595.3,0.0000,32
CGN Solar Energy Development Co Ltd,0.0,0.0,2595.0,0.0,0.0,2595.0,2595.0,0.0000,57
Ningxia State-owned Investment Management Co Ltd,2591.9,0.0,0.0,0.0,2591.9,0.0,2591.9,1.0000,43
Fortis Inc,964.1,1621.8,0.0,0.0,2585.9,0.0,2585.9,1.0000,14
China Energy Investment Group,0.0,0.0,345.0,2239.0,0.0,2584.0,2584.0,0.0000,6
National Energy Group New Energy Co Ltd,0.0,0.0,1071.7,1492.5,0.0,2564.1,2564.1,0.0000,30
Guangxi Guiguan Electric Power Co Ltd,1462.0,0.0,893.4,202.0,1462.0,1095.4,2557.4,0.5717,21
BP PLC,0.0,2295.9,0.0,261.3,2295.9,261.3,2557.3,0.8978,17
National Power Parks Management Company Pvt Ltd,0.0,2550.0,0.0,0.0,2550.0,0.0,2550.0,1.0000,2
Hubei Energy Group New Energy Development Co Ltd,0.0,0.0,1916.0,632.0,0.0,2548.0,2548.0,0.0000,46
Korea District Heating Corp,0.0,2544.6,0.0,0.0,2544.6,0.0,2544.6,1.0000,9
Iren SpA,0.0,2523.0,0.0,0.0,2523.0,0.0,2523.0,1.0000,6
Datang Xinjiang Power Generation Co Ltd,0.0,0.0,2171.0,350.0,0.0,2521.0,2521.0,0.0000,17
Leeward Energy,0.0,0.0,1051.2,1467.4,0.0,2518.6,2518.6,0.0000,26
Sonatrach SpA,0.0,2504.7,13.3,0.0,2504.7,13.3,2518.1,0.9947,19
Macquarie Group Ltd,0.0,2157.6,67.3,290.0,2157.6,357.3,2514.9,0.8579,21
Inner Mongolia Huifeng Energy Co Ltd,0.0,0.0,0.0,2500.0,0.0,2500.0,2500.0,0.0000,5
Shaanxi Non-ferrous Metals Holding Group Co Ltd,2493.1,0.0,0.0,0.0,2493.1,0.0,2493.1,1.0000,9
Dongfang Energy (Hong Kong) International Trading,2489.1,0.0,0.0,0.0,2489.1,0.0,2489.1,1.0000,27
China Nuclear Exchange Energy Co Ltd,0.0,0.0,2363.0,122.5,0.0,2485.5,2485.5,0.0000,59
Fortum Oyj,753.0,322.0,615.6,793.3,1075.0,1408.9,2483.9,0.4328,28
AEP Renewables,0.0,0.0,0.0,2478.3,0.0,2478.3,2478.3,0.0000,12
Indraprastha Power Generation Co Ltd,375.0,2100.4,0.0,0.0,2475.4,0.0,2475.4,1.0000,7
Terra-Gen,0.0,0.0,1141.8,1332.3,0.0,2474.2,2474.2,0.0000,35
China General Nuclear Power New Energy Holdings Co Ltd,0.0,1988.0,470.0,15.0,1988.0,485.0,2473.0,0.8039,9
China Coal Xinji Energy Co Ltd,2472.8,0.0,0.0,0.0,2472.8,0.0,2472.8,1.0000,6
China Power Construction New Energy Group Co Ltd,0.0,0.0,1809.0,662.1,0.0,2471.1,2471.1,0.0000,35
Hub Power Company Ltd,951.4,1494.4,0.0,0.0,2445.8,0.0,2445.8,1.0000,9
QatarEnergy,0.0,1566.1,875.0,0.0,1566.1,875.0,2441.1,0.6416,12
Enbridge Inc,0.0,60.0,398.1,1982.9,60.0,2381.0,2441.0,0.0246,26
Nebraska Public Power District,1591.3,526.4,0.0,315.4,2117.7,315.4,2433.1,0.8704,14
Bajaj Group,2430.0,0.0,0.0,0.0,2430.0,0.0,2430.0,1.0000,13
Territorial Generating Company No 2 PJSC,150.0,2277.6,0.0,0.0,2427.6,0.0,2427.6,1.0000,28
ITOCHU Corp,673.5,1558.0,191.0,0.0,2231.5,191.0,2422.5,0.9212,24
TBEA Co Ltd,2333.8,0.0,80.0,0.0,2333.8,80.0,2413.8,0.9669,8
Engiana Establishment,2412.4,0.0,0.0,0.0,2412.4,0.0,2412.4,1.0000,6
ScottishPower Renewables,0.0,0.0,0.0,2396.0,0.0,2396.0,2396.0,0.0000,24
Jinko Power Co Ltd,0.0,0.0,2193.4,200.0,0.0,2393.4,2393.4,0.0000,58
Innergex Renewable Energy,0.0,0.0,603.0,1766.4,0.0,2369.4,2369.4,0.0000,42
SSE Renewables,0.0,0.0,0.0,2369.2,0.0,2369.2,2369.2,0.0000,24
Sarawak Energy Bhd,1080.0,1263.0,25.0,0.0,2343.0,25.0,2368.0,0.9894,13
Chow Tai Fook Enterprises Ltd,1026.0,1341.0,0.0,0.0,2367.0,0.0,2367.0,1.0000,10
CESC Ltd,2365.0,0.0,0.0,0.0,2365.0,0.0,2365.0,1.0000,14
Commercial Development Company Inc,1300.0,1060.0,0.0,0.0,2360.0,0.0,2360.0,1.0000,3
Beijing United Rongbang New Energy Technology Co Ltd,0.0,0.0,2257.3,100.0,0.0,2357.3,2357.3,0.0000,20
Statkraft AS,0.0,0.0,289.4,2065.8,0.0,2355.3,2355.3,0.0000,56
Lightsource BP,0.0,0.0,2350.4,0.0,0.0,2350.4,2350.4,0.0000,27
Qinghai Yellow River Upstream Hydropower Development CO LTD Gonghe Windpower Branch,0.0,0.0,0.0,2350.0,0.0,2350.0,2350.0,0.0000,5
Henan Shenhuo Coal&Power Co Ltd,2342.7,0.0,0.0,0.0,2342.7,0.0,2342.7,1.0000,7
INNER MONGOLIA Mengtai Croup Co,2340.0,0.0,0.0,0.0,2340.0,0.0,2340.0,1.0000,8
National Iranian Oil Co,0.0,2337.0,0.0,0.0,2337.0,0.0,2337.0,1.0000,12
Intersect Power,0.0,0.0,2335.2,0.0,0.0,2335.2,2335.2,0.0000,8
Hoosier Energy Rural Electric Cooperative Inc,1080.0,1253.0,0.0,0.0,2333.0,0.0,2333.0,1.0000,12
New Brunswick Power Holding Corp,490.0,1840.0,0.0,0.0,2330.0,0.0,2330.0,1.0000,10
INNER MONGOLIA DIAN TOU ENERGY Corp Ltd,2118.0,0.0,0.0,200.0,2118.0,200.0,2318.0,0.9137,11
BHE Renewables LLC,0.0,0.0,0.0,2310.3,0.0,2310.3,2310.3,0.0000,12
Sev.en Energy AG,2255.6,51.0,0.0,0.0,2306.6,0.0,2306.6,1.0000,14
SGK-Novosibirsk JSC,2306.0,0.0,0.0,0.0,2306.0,0.0,2306.0,1.0000,20
Riverstone Management Group LLC,407.5,1896.0,0.0,0.0,2303.5,0.0,2303.5,1.0000,8
East Hope Enterprise Management Co Ltd,2297.6,0.0,0.0,0.0,2297.6,0.0,2297.6,1.0000,16
Guizhou Qiansheng State-Owned Assets Management Co Ltd,2288.2,0.0,0.0,0.0,2288.2,0.0,2288.2,1.0000,54
Beijing Jingneng Clean Energy Power Co Ltd,0.0,0.0,1626.0,650.0,0.0,2276.0,2276.0,0.0000,22
Banpu Power PCL,1468.2,803.0,0.0,0.0,2271.2,0.0,2271.2,1.0000,7
Guangzhou Hengyun Enterprises Holdings Ltd,1080.0,920.0,270.0,0.0,2000.0,270.0,2270.0,0.8811,8
NiSource Inc,1387.0,877.0,0.0,0.0,2264.0,0.0,2264.0,1.0000,6
Yankuang Energy Group Co Ltd,2244.2,0.0,19.5,0.0,2244.2,19.5,2263.7,0.9914,21
ENGIE Energía Perú SA,0.0,2259.0,0.0,0.0,2259.0,0.0,2259.0,1.0000,8
Onward Energy Holdings LLC,0.0,2234.0,0.0,0.0,2234.0,0.0,2234.0,1.0000,8
Equinor ASA,0.0,1161.0,237.0,830.0,1161.0,1067.0,2228.0,0.5211,17
Tri-State Generation and Transmission Association Inc,1443.3,580.0,200.0,0.0,2023.3,200.0,2223.3,0.9100,12
Ghadir Investment Company PJSC,0.0,2216.8,0.0,0.0,2216.8,0.0,2216.8,1.0000,9
Cooperative Energy,0.0,2213.0,0.0,0.0,2213.0,0.0,2213.0,1.0000,12
CGN New Energy Investment (Shenzhen) Co Ltd,0.0,0.0,1590.0,622.3,0.0,2212.3,2212.3,0.0000,30
Vena Energy,0.0,0.0,1361.7,846.0,0.0,2207.7,2207.7,0.0000,34
Engie Brasil Energia SA,0.0,0.0,511.0,1674.6,0.0,2185.6,2185.6,0.0000,72
Huaneng Shandong Power Generation Co Ltd,0.0,0.0,808.0,1359.5,0.0,2167.4,2167.4,0.0000,22
New and Renewable Energy Authority,0.0,150.0,631.6,1378.0,150.0,2009.6,2159.6,0.0695,22
EDP Renováveis,0.0,0.0,926.5,1222.2,0.0,2148.7,2148.7,0.0000,67
Liaoning Energy Industry Holding Group Co Ltd,2147.8,0.0,0.0,0.0,2147.8,0.0,2147.8,1.0000,14
Tokyo Gas Co Ltd,0.0,1926.3,215.3,0.0,1926.3,215.3,2141.6,0.8995,15
State Power Investment Group Co Ltd,0.0,0.0,2079.7,60.0,0.0,2139.7,2139.7,0.0000,11
ERG SpA,0.0,99.0,229.0,1811.3,99.0,2040.3,2139.3,0.0463,61
Exxon Mobil Corp,0.0,2132.5,0.0,0.0,2132.5,0.0,2132.5,1.0000,27
Sun Jupiter Holdings LLC,0.0,2125.0,0.0,0.0,2125.0,0.0,2125.0,1.0000,15
KSK Energy Ventures Ltd,2064.0,58.0,0.0,0.0,2122.0,0.0,2122.0,1.0000,8
Tianshan Aluminum Group Co Ltd,2120.0,0.0,0.0,0.0,2120.0,0.0,2120.0,1.0000,6
Buckeye Power Inc,1880.4,236.0,0.0,0.0,2116.4,0.0,2116.4,1.0000,7
E'meishan Maite Transport Co Ltd,2112.5,0.0,0.0,0.0,2112.5,0.0,2112.5,1.0000,6
PUGET HOLDINGS LLC,389.0,1716.4,0.0,0.0,2105.4,0.0,2105.4,1.0000,12
Inner Mongolia Eerduosi Resources Co Ltd,2103.6,0.0,0.0,0.0,2103.6,0.0,2103.6,1.0000,14
Cengiz Holding AS,660.0,1440.9,0.0,0.0,2100.9,0.0,2100.9,1.0000,7
China Resources Power (East),2090.0,0.0,0.0,0.0,2090.0,0.0,2090.0,1.0000,2
Amazon,0.0,0.0,1893.0,191.0,0.0,2084.0,2084.0,0.0000,19
Guizhou Wujiang Energy Group Co Ltd,2081.2,0.0,0.0,0.0,2081.2,0.0,2081.2,1.0000,22
North-West Power Generation Co Ltd,660.0,1420.5,0.0,0.0,2080.5,0.0,2080.5,1.0000,8
Silicon Ranch Corp,0.0,0.0,2079.3,0.0,0.0,2079.3,2079.3,0.0000,34
CPS Energy,0.0,2076.0,0.0,0.0,2076.0,0.0,2076.0,1.0000,5
SK Inc,208.0,1865.0,0.0,0.0,2073.0,0.0,2073.0,1.0000,5
Continuum Green Energy,0.0,0.0,659.0,1410.5,0.0,2069.5,2069.5,0.0000,20
PowerSouth Energy Cooperative,115.7,1953.0,0.0,0.0,2068.7,0.0,2068.7,1.0000,9
Air Products and Chemicals Inc,0.0,2061.7,0.0,0.0,2061.7,0.0,2061.7,1.0000,12
TAQA Morocco SA,2056.0,0.0,0.0,0.0,2056.0,0.0,2056.0,1.0000,6
Scatec ASA,0.0,0.0,2054.6,0.0,0.0,2054.6,2054.6,0.0000,60
Petroliam Nasional Bhd,0.0,2050.0,0.0,0.0,2050.0,0.0,2050.0,1.0000,3
Guizhou Panjiang Clean Coal Co Ltd,0.0,0.0,2050.0,0.0,0.0,2050.0,2050.0,0.0000,13
YPF SA,0.0,2048.3,0.0,0.0,2048.3,0.0,2048.3,1.0000,10
Boralex Inc,0.0,0.0,32.0,2002.3,0.0,2034.3,2034.3,0.0000,78
Allianz SE,0.0,0.0,156.4,1873.5,0.0,2029.9,2029.9,0.0000,56
EDP Renovables España,0.0,0.0,0.0,2012.5,0.0,2012.5,2012.5,0.0000,77
Eternal Tsingshan Group Ltd,2000.0,0.0,0.0,0.0,2000.0,0.0,2000.0,1.0000,6
Vpi Holding Ltd,0.0,2000.0,0.0,0.0,2000.0,0.0,2000.0,1.0000,4
Shenergy Hoboksar New Energy Power Generation Co Ltd,0.0,0.0,2000.0,0.0,0.0,2000.0,2000.0,0.0000,1
Adani Renewable Energy Holding Four Ltd,0.0,0.0,2000.0,0.0,0.0,2000.0,2000.0,0.0000,1
China Guangdong Nuclear (Xing'an Leauge) New Energy LTD Keyouzhong Banner Branch Co,0.0,0.0,0.0,2000.0,0.0,2000.0,2000.0,0.0000,1
Veolia Environnement SA,900.5,1099.1,0.0,0.0,1999.6,0.0,1999.6,1.0000,32
Shandong Innovation Group Co Ltd,1980.0,0.0,0.0,0.0,1980.0,0.0,1980.0,1.0000,6
Government of Vietnam,1973.9,0.0,0.0,0.0,1973.9,0.0,1973.9,1.0000,13
Stadtwerke München GmbH,0.0,1108.0,0.0,860.6,1108.0,860.6,1968.6,0.5628,21
Sempra Energy,0.0,1827.0,141.0,0.0,1827.0,141.0,1968.0,0.9284,7
North Carolina Electric Membership Corp,1279.1,684.0,0.0,0.0,1963.1,0.0,1963.1,1.0000,16
Apex Clean Energy,0.0,0.0,292.5,1664.8,0.0,1957.3,1957.3,0.0000,10
Enel Generación Chile SA,0.0,1956.0,0.0,0.0,1956.0,0.0,1956.0,1.0000,8
China Energy Investment Group New Energy Co Ltd,0.0,0.0,0.0,1952.2,0.0,1952.2,1952.2,0.0000,23
Algonquin Power & Utilities Corp,681.5,1188.0,80.0,0.0,1869.5,80.0,1949.5,0.9590,13
SK Innovation Co Ltd,0.0,1937.0,0.0,0.0,1937.0,0.0,1937.0,1.0000,4
Shaanxi Yanchang Petroleum (Group) Co Ltd,1828.8,105.0,0.0,0.0,1933.8,0.0,1933.8,1.0000,17
GCL Energy Technology Co Ltd,0.0,1930.0,0.0,0.0,1930.0,0.0,1930.0,1.0000,24
CS Energy Ltd,1910.0,0.0,20.0,0.0,1910.0,20.0,1930.0,0.9896,6
Jiangsu Delong Nickel Industry Co Ltd,1929.1,0.0,0.0,0.0,1929.1,0.0,1929.1,1.0000,18
Ventient Energy,0.0,0.0,0.0,1921.6,0.0,1921.6,1921.6,0.0000,89
Huaneng Gansu Energy Development Co Ltd,0.0,0.0,1620.4,296.0,0.0,1916.4,1916.4,0.0000,17
Corporación Eléctrica Nacional (Venezuela) SA,0.0,1913.0,0.0,0.0,1913.0,0.0,1913.0,1.0000,13
Luneng New Energy (Group) Co Ltd,0.0,0.0,839.9,1068.6,0.0,1908.5,1908.5,0.0000,23
Samsung C&T Corp,603.2,1292.8,12.5,0.0,1895.9,12.5,1908.4,0.9935,13
Iran Power Development Co,0.0,1908.0,0.0,0.0,1908.0,0.0,1908.0,1.0000,4
China Development Bank Corp,1902.6,2.9,0.0,0.0,1905.6,0.0,1905.6,1.0000,98
Datang Shaanxi Power Generation Co Ltd,0.0,0.0,1553.5,350.0,0.0,1903.5,1903.5,0.0000,20
Ashuganj Power Station Co Ltd,0.0,1901.0,0.0,0.0,1901.0,0.0,1901.0,1.0000,7
PetroChina Tarim Oilfield Co,0.0,0.0,1900.0,0.0,0.0,1900.0,1900.0,0.0000,2
Provincial Investment Co,0.0,1898.8,0.0,0.0,1898.8,0.0,1898.8,1.0000,40
Okinawa Electric Power Co Inc,752.0,1143.0,0.0,0.0,1895.0,0.0,1895.0,1.0000,11
Shanghai Baisheng Industrial Co Ltd,1890.0,0.0,0.0,0.0,1890.0,0.0,1890.0,1.0000,5
Encavis AG,0.0,0.0,1391.0,497.1,0.0,1888.1,1888.1,0.0000,52
Iran Power Plant Investment Co,0.0,1857.3,0.0,28.0,1857.3,28.0,1885.3,0.9851,15
Ayana Renewable Power,0.0,0.0,1425.0,440.0,0.0,1865.0,1865.0,0.0000,11
Qinghai Huanghe Hydropower Development Co Ltd,1320.0,0.0,190.0,350.0,1320.0,540.0,1860.0,0.7097,13
Qinghai Provincial Investment Group Co Ltd,1860.0,0.0,0.0,0.0,1860.0,0.0,1860.0,1.0000,6
China National Petroleum Corp,592.8,260.0,1000.0,0.0,852.8,1000.0,1852.8,0.4603,16
Guizhou Panjiang Investment Holding (Group) Co Ltd,1827.7,0.0,24.9,0.0,1827.7,24.9,1852.6,0.9866,41
Huadian Xinjiang Power Generation Co Ltd,0.0,0.0,1850.0,0.0,0.0,1850.0,1850.0,0.0000,8
Xinjiang Huadian Kaisheng New Energy Development Co Ltd,0.0,0.0,250.0,1600.0,0.0,1850.0,1850.0,0.0000,3
Golden Spread Electric Cooperative Inc,0.0,1760.5,0.0,78.2,1760.5,78.2,1838.7,0.9575,9
National Energy Investment Group Co Ltd,0.0,0.0,1437.0,400.0,0.0,1837.0,1837.0,0.0000,23
Jinko Power Technology Co Ltd,0.0,0.0,1831.5,0.0,0.0,1831.5,1831.5,0.0000,12
Snowy Hydro Ltd,0.0,1826.8,0.0,0.0,1826.8,0.0,1826.8,1.0000,15
Axium Infrastructure Inc,0.0,386.0,510.6,921.6,386.0,1432.2,1818.2,0.2123,25
Vision Ridge Partners,0.0,1810.0,0.0,0.0,1810.0,0.0,1810.0,1.0000,22
Casa dos Ventos,0.0,0.0,0.0,1798.7,0.0,1798.7,1798.7,0.0000,26
Çelikler Yatırım Holding AŞ,1790.0,0.0,0.0,0.0,1790.0,0.0,1790.0,1.0000,9
Ningbo Zhundong Enterprise Management Partnership LP,1783.6,0.0,0.0,0.0,1783.6,0.0,1783.6,1.0000,6
Fotowatio Renewable Ventures (FRV) BV,0.0,0.0,1781.9,0.0,0.0,1781.9,1781.9,0.0000,21
Occidental Petroleum Corp,0.0,1781.7,0.0,0.0,1781.7,0.0,1781.7,1.0000,3
Heilongjiang Chenneng Investment Group Co Ltd,1530.4,0.0,0.0,250.0,1530.4,250.0,1780.4,0.8596,15
Megha Engineering & Infrastructures Ltd,1775.0,0.0,0.0,0.0,1775.0,0.0,1775.0,1.0000,4
Wiener Stadtwerke GmbH,0.0,1775.0,0.0,0.0,1775.0,0.0,1775.0,1.0000,5
Xinjiang Zhongtai Chenical Co Ltd,1770.3,0.0,0.0,0.0,1770.3,0.0,1770.3,1.0000,12
