gvkey,fyear,conm,fic,sic,at,sale,ppent,capx,ceq,dltt,dlc,oibdp,xint,oancf,alpha,lambda,rho,kappa,delta,source
102823,2011,ZEAG ENERGIE AG,DEU,4911,332.952,142.012,129.0,11.14,228.216,0.0,0.0,12.733,1.198,7.302,,0.0000,0.0382,6.0952,,compustat_global_utilities.csv
102823,2012,ZEAG ENERGIE AG,DEU,4911,337.066,156.14,127.664,5.419,235.506,0.0,0.048,15.104,0.468,1.397,,0.0001,0.0448,2.9850,0.0000,compustat_global_utilities.csv
102823,2013,ZEAG ENERGIE AG,DEU,4911,351.385,181.02,129.524,9.644,222.091,0.0,0.048,8.819,0.273,26.263,,0.0001,0.0251,96.2015,0.0000,compustat_global_utilities.csv
102823,2014,ZEAG ENERGIE AG,DEU,4911,373.738,195.204,138.785,21.827,213.239,0.735,0.048,15.209,0.209,16.948,,0.0021,0.0407,81.0909,0.9387,compustat_global_utilities.csv
102823,2015,ZEAG ENERGIE AG,DEU,4911,419.873,203.803,226.311,95.784,205.736,43.0,0.048,11.098,0.448,16.7,,0.1025,0.0264,37.2768,0.9989,compustat_global_utilities.csv
102823,2021,ZEAG ENERGIE AG,DEU,4911,419.769,236.125,92.63,,203.824,81.6,0.0,16.044,8.069,,,0.1944,0.0382,,1.0000,compustat_global_utilities.csv
102823,2022,ZEAG ENERGIE AG,DEU,4911,434.081,270.836,93.823,,203.089,92.4,0.0,16.582,3.906,,,0.2129,0.0382,,1.0000,compustat_global_utilities.csv
102823,2023,ZEAG ENERGIE AG,DEU,4911,492.771,329.295,94.893,,226.573,117.2,0.0,14.429,2.479,,,0.2378,0.0293,,1.0000,compustat_global_utilities.csv
102823,2024,ZEAG ENERGIE AG,DEU,4911,474.961,253.623,80.642,,239.157,105.778,0.0,8.043,3.191,,,0.2227,0.0169,,1.0000,compustat_global_utilities.csv
102863,2010,ITALGAS GROUP,ITA,4932,4467.377,1102.416,202.726,12.0,2107.513,885.0,350.446,568.28,28.425,684.0,,0.2765,0.1272,24.0633,0.7163,compustat_global_utilities.csv
102863,2011,ITALGAS GROUP,ITA,4932,4702.196,1165.531,201.21,12.0,2139.372,700.0,569.899,622.078,37.587,527.0,,0.2701,0.1323,14.0208,0.5512,compustat_global_utilities.csv
102863,2012,ITALGAS GROUP,ITA,4932,4808.808,1281.411,189.776,11.0,2239.768,844.732,521.332,683.414,60.906,436.0,,0.2841,0.1421,7.1586,0.6184,compustat_global_utilities.csv
102863,2013,ITALGAS GROUP,ITA,4932,5027.0,1315.0,208.0,312.0,2354.0,1296.0,368.0,688.0,60.0,415.0,,0.3310,0.1369,6.9167,0.7788,compustat_global_utilities.csv
102863,2014,ITALGAS GROUP,ITA,4932,5369.0,1324.0,226.0,325.0,2595.0,1296.0,523.0,700.0,55.0,514.0,,0.3388,0.1304,9.3455,0.7125,compustat_global_utilities.csv
102863,2015,ITALGAS GROUP,ITA,4932,5511.0,1387.0,230.0,360.0,2723.0,1417.0,433.0,734.0,48.0,517.0,,0.3357,0.1332,10.7708,0.7659,compustat_global_utilities.csv
102880,2010,ALPIQ HOLDING AG,CHE,4911,18473.0,14154.0,5678.0,461.0,7582.0,4463.0,789.0,1375.0,187.0,582.0,0.0000,0.2843,0.0744,3.1123,0.8498,compustat_global_utilities.csv
102880,2011,ALPIQ HOLDING AG,CHE,4911,17446.0,12742.0,4900.0,410.0,6041.0,4525.0,1331.0,970.0,181.0,401.0,0.0000,0.3357,0.0556,2.2155,0.7727,compustat_global_utilities.csv
102880,2012,ALPIQ HOLDING AG,CHE,4911,14784.0,12831.0,3476.0,212.0,4904.0,4407.0,863.0,985.0,193.0,334.0,0.0000,0.3565,0.0666,1.7306,0.8362,compustat_global_utilities.csv
102880,2013,ALPIQ HOLDING AG,CHE,4911,14522.0,9442.0,4132.0,179.0,5788.0,3875.0,596.0,795.0,155.0,670.0,0.0000,0.3079,0.0547,4.3226,0.8667,compustat_global_utilities.csv
102880,2014,ALPIQ HOLDING AG,CHE,4911,11861.0,8061.0,3684.0,91.0,4689.0,3040.0,461.0,600.0,144.0,414.0,0.0000,0.2952,0.0506,2.8750,0.8683,compustat_global_utilities.csv
102880,2015,ALPIQ HOLDING AG,CHE,4911,10435.0,6720.0,2928.0,93.0,3670.0,2556.0,229.0,461.0,112.0,461.0,0.0000,0.2669,0.0442,4.1161,0.9178,compustat_global_utilities.csv
102880,2016,ALPIQ HOLDING AG,CHE,4911,9852.0,6083.0,2705.0,104.0,3865.0,1904.0,476.0,369.0,87.0,94.0,0.0000,0.2416,0.0375,1.0805,0.8000,compustat_global_utilities.csv
102880,2017,ALPIQ HOLDING AG,CHE,4911,10197.0,5530.0,2565.0,83.0,3940.0,1767.0,342.0,346.0,71.0,329.0,0.0000,0.2068,0.0339,4.6338,0.8378,compustat_global_utilities.csv
102880,2018,ALPIQ HOLDING AG,CHE,4911,9074.0,5191.0,2490.0,37.0,3874.0,1307.0,195.0,76.0,59.0,-116.0,0.0000,0.1655,0.0084,-1.9661,0.8702,compustat_global_utilities.csv
102880,2019,ALPIQ HOLDING AG,CHE,4911,7369.0,4104.0,1934.0,57.0,3599.0,1175.0,132.0,106.0,50.0,-19.0,0.0000,0.1774,0.0144,-0.3800,0.8990,compustat_global_utilities.csv
102880,2020,ALPIQ HOLDING AG,CHE,4911,7368.0,3911.0,1921.0,66.0,3697.0,913.0,299.0,267.0,38.0,108.0,0.0000,0.1645,0.0362,2.8421,0.7533,compustat_global_utilities.csv
102880,2021,ALPIQ HOLDING AG,CHE,4911,13557.0,7181.0,1859.0,66.0,3482.0,627.0,946.0,-276.0,33.0,-298.0,0.0000,0.1160,-0.0204,-9.0303,0.3986,compustat_global_utilities.csv
102880,2022,ALPIQ HOLDING AG,CHE,4911,14701.0,14638.0,1782.0,82.0,3455.0,1075.0,526.0,219.0,48.0,734.0,0.0000,0.1089,0.0149,15.2917,0.6715,compustat_global_utilities.csv
102880,2023,ALPIQ HOLDING AG,CHE,4911,10475.0,8964.0,1748.0,77.0,4737.0,1192.0,404.0,1863.0,52.0,618.0,0.0000,0.1524,0.1779,11.8846,0.7469,compustat_global_utilities.csv
102880,2024,ALPIQ HOLDING AG,CHE,4911,8543.2,6646.9,1794.5,104.0,4875.9,994.5,254.8,1239.2,42.8,1031.1,0.0000,0.1462,0.1451,24.0911,0.7960,compustat_global_utilities.csv
102890,2010,BKW FMB ENERGIE AG,CHE,4911,6569.6,2724.2,2271.8,317.7,2878.6,979.2,1.6,476.7,21.7,274.8,0.0006,0.1493,0.0726,12.6636,0.9984,compustat_global_utilities.csv
102890,2011,BKW FMB ENERGIE AG,CHE,4911,7082.9,2549.2,2833.0,256.8,2611.0,1144.8,43.5,138.1,33.4,292.4,0.0006,0.1678,0.0195,8.7545,0.9634,compustat_global_utilities.csv
102890,2012,BKW FMB ENERGIE AG,CHE,4911,7453.7,2764.6,2806.4,196.1,2686.7,1302.4,21.8,410.7,116.0,338.6,0.0006,0.1777,0.0551,2.9190,0.9835,compustat_global_utilities.csv
102890,2013,BKW FMB ENERGIE AG,CHE,4911,7675.5,2612.3,2985.2,215.1,2323.0,1511.5,26.7,261.5,130.2,310.8,0.0006,0.2004,0.0341,2.3871,0.9826,compustat_global_utilities.csv
102890,2014,BKW FMB ENERGIE AG,CHE,4911,7939.9,2771.6,2882.8,222.6,2433.1,1618.5,65.9,528.2,146.5,538.1,0.0006,0.2121,0.0665,3.6730,0.9609,compustat_global_utilities.csv
102890,2015,BKW FMB ENERGIE AG,CHE,4911,8007.3,2591.8,2846.3,223.6,2476.5,1565.6,53.9,530.2,116.7,575.8,0.0006,0.2023,0.0662,4.9340,0.9667,compustat_global_utilities.csv
102890,2016,BKW FMB ENERGIE AG,CHE,4911,8581.5,2737.2,3077.7,254.5,2682.4,1523.0,82.4,543.2,115.3,358.1,0.0006,0.1871,0.0633,3.1058,0.9487,compustat_global_utilities.csv
102890,2017,BKW FMB ENERGIE AG,CHE,4911,9088.5,2487.4,3221.4,244.9,3142.3,1300.2,211.8,528.9,112.6,493.4,0.0006,0.1664,0.0582,4.3819,0.8599,compustat_global_utilities.csv
102890,2018,BKW FMB ENERGIE AG,CHE,4911,9053.3,2600.3,3234.8,228.2,3198.8,1074.2,413.3,543.9,111.4,373.4,0.0014,0.1643,0.0601,3.3519,0.7222,compustat_global_utilities.csv
102890,2019,BKW FMB ENERGIE AG,CHE,4911,9238.5,2782.4,3419.9,222.7,3461.9,1403.9,89.1,681.7,104.3,468.9,0.0014,0.1616,0.0738,4.4957,0.9403,compustat_global_utilities.csv
102890,2020,BKW FMB ENERGIE AG,CHE,4911,9428.1,3009.6,3457.5,203.6,3695.7,1385.9,108.0,679.1,77.0,529.5,0.0014,0.1585,0.0720,6.8766,0.9277,compustat_global_utilities.csv
102890,2021,BKW FMB ENERGIE AG,CHE,4911,12080.1,3455.6,3523.3,229.9,3917.9,1178.4,881.7,586.2,76.0,14.1,0.0014,0.1705,0.0485,0.1855,0.5720,compustat_global_utilities.csv
102890,2022,BKW FMB ENERGIE AG,CHE,4911,11885.2,5137.9,3831.9,244.8,4066.9,1761.8,264.1,1248.6,73.9,729.8,0.0003,0.1705,0.1051,9.8755,0.8696,compustat_global_utilities.csv
102890,2023,BKW FMB ENERGIE AG,CHE,4911,11011.6,4510.4,4035.1,332.7,4615.2,1536.9,317.1,953.5,73.4,703.7,0.0001,0.1684,0.0866,9.5872,0.8290,compustat_global_utilities.csv
102890,2024,BKW FMB ENERGIE AG,CHE,4911,11595.4,4645.9,4288.3,431.4,5211.5,1560.6,298.9,1073.7,76.4,739.4,0.0002,0.1604,0.0926,9.6780,0.8393,compustat_global_utilities.csv
103008,2010,EGL AG,CHE,4911,5668.7,2616.6,1289.6,26.8,1901.8,1005.3,304.5,292.8,66.1,111.9,,0.2311,0.0517,1.6929,0.7675,compustat_global_utilities.csv
103008,2011,EGL AG,CHE,4911,5407.9,2576.2,1088.6,44.2,1696.3,903.9,284.9,134.3,58.7,132.9,,0.2198,0.0248,2.2641,0.7603,compustat_global_utilities.csv
103008,2012,EGL AG,CHE,4911,5926.8,3457.9,954.6,84.3,1597.0,864.5,385.8,55.7,53.3,115.2,,0.2110,0.0094,2.1614,0.6914,compustat_global_utilities.csv
103008,2013,EGL AG,CHE,4911,6802.3,4678.0,822.6,10.8,1975.7,1060.8,117.8,368.0,55.3,92.9,,0.1733,0.0541,1.6799,0.9001,compustat_global_utilities.csv
103008,2014,EGL AG,CHE,4911,6666.7,4925.5,554.5,7.0,1571.0,1089.3,150.6,139.8,67.0,153.8,,0.1860,0.0210,2.2955,0.8785,compustat_global_utilities.csv
103008,2015,EGL AG,CHE,4911,6616.5,4283.1,236.4,11.5,1649.9,731.2,358.1,-453.2,60.0,-194.5,,0.1646,-0.0685,-3.2417,0.6713,compustat_global_utilities.csv
103008,2016,EGL AG,CHE,4911,6867.9,3879.5,538.3,32.2,1739.2,767.3,117.9,-114.2,56.4,90.8,,0.1289,-0.0166,1.6099,0.8668,compustat_global_utilities.csv
103008,2017,EGL AG,CHE,4911,8125.1,4049.1,541.2,11.2,1741.7,624.8,329.5,95.5,54.3,34.1,,0.1175,0.0118,0.6280,0.6547,compustat_global_utilities.csv
103008,2018,EGL AG,CHE,4911,10970.5,3346.3,578.2,44.2,1637.5,662.2,656.1,349.2,47.9,225.5,,0.1202,0.0318,4.7077,0.5023,compustat_global_utilities.csv
103008,2019,EGL AG,CHE,4911,9779.8,3412.3,982.4,75.5,2345.6,1009.5,815.5,420.6,46.8,109.4,,0.1866,0.0430,2.3376,0.5532,compustat_global_utilities.csv
103008,2020,EGL AG,CHE,4911,10820.2,3319.1,1063.4,118.4,2820.0,957.8,1124.8,569.2,53.4,139.0,,0.1925,0.0526,2.6030,0.4599,compustat_global_utilities.csv
103008,2021,EGL AG,CHE,4911,34108.5,4652.4,1070.6,248.9,2541.3,819.3,1751.8,410.2,70.8,329.9,,0.0754,0.0120,4.6596,0.3187,compustat_global_utilities.csv
103008,2022,EGL AG,CHE,4911,68583.6,10272.9,895.3,212.2,3721.0,1365.8,2961.3,1055.8,131.9,-2543.9,,0.0631,0.0154,-19.2866,0.3156,compustat_global_utilities.csv
103008,2023,EGL AG,CHE,4911,27060.9,6421.5,1116.1,237.8,4762.8,1456.1,1600.7,2174.5,297.7,3560.0,,0.1130,0.0804,11.9583,0.4763,compustat_global_utilities.csv
103008,2024,EGL AG,CHE,4911,19077.2,5722.2,1180.7,234.3,4856.8,1449.2,841.3,1048.3,529.6,1027.5,,0.1201,0.0550,1.9401,0.6327,compustat_global_utilities.csv
103008,2025,EGL AG,CHE,4911,16249.8,5939.0,1837.0,380.5,4612.4,1404.0,733.3,603.0,327.7,452.2,,0.1315,0.0371,1.3799,0.6569,compustat_global_utilities.csv
103124,2010,INTERNATIONAL POWER PLC,GBR,4911,14146.0,3344.0,7212.0,81.0,4625.0,6006.0,324.0,1166.0,423.0,689.0,0.8542,0.4475,0.0824,1.6288,0.9488,compustat_global_utilities.csv
103124,2011,INTERNATIONAL POWER PLC,GBR,4911,48467.0,16167.0,27687.0,2524.0,18804.0,13788.0,2987.0,4069.0,1007.0,3611.0,0.8542,0.3461,0.0840,3.5859,0.8219,compustat_global_utilities.csv
103124,2023,INTERNATIONAL POWER PLC,GBR,4911,7699.0,0.0,1.0,,6750.0,1.0,0.0,,17.0,,0.8542,0.0001,,,1.0000,compustat_global_utilities.csv
103124,2024,INTERNATIONAL POWER PLC,GBR,4911,7776.0,0.0,1.0,,6760.0,1.0,0.0,-4.0,18.0,,0.8542,0.0001,-0.0005,,1.0000,compustat_global_utilities.csv
103133,2010,EVN AG,AUT,4931,6731.204,2752.128,2818.098,389.584,2679.522,1761.204,205.247,419.158,69.408,499.278,0.0292,0.2921,0.0623,7.1934,0.8956,compustat_global_utilities.csv
103133,2011,EVN AG,AUT,4931,6870.4,2729.2,2937.8,395.8,2814.3,1623.3,311.6,463.9,78.8,522.0,0.0292,0.2816,0.0675,6.6244,0.8390,compustat_global_utilities.csv
103133,2012,EVN AG,AUT,4931,6863.2,2846.5,3007.4,309.6,2768.3,1956.7,49.4,476.4,87.9,461.0,0.0292,0.2923,0.0694,5.2446,0.9754,compustat_global_utilities.csv
103133,2013,EVN AG,AUT,4931,7102.1,2755.0,3088.5,322.1,2824.8,1592.9,390.3,483.9,100.1,561.7,0.0292,0.2792,0.0681,5.6114,0.8032,compustat_global_utilities.csv
103133,2014,EVN AG,AUT,4931,6841.8,1974.8,3535.5,387.3,2395.2,1767.5,194.2,107.9,96.7,546.0,0.0292,0.2867,0.0158,5.6463,0.9010,compustat_global_utilities.csv
103133,2015,EVN AG,AUT,4931,6501.2,2135.8,3514.8,322.7,2334.8,1551.7,140.1,451.9,91.1,478.3,0.0292,0.2602,0.0695,5.2503,0.9172,compustat_global_utilities.csv
103133,2016,EVN AG,AUT,4931,6556.5,2046.6,3504.7,315.9,2510.8,1328.8,239.1,495.0,77.4,463.0,0.1273,0.2391,0.0755,5.9819,0.8475,compustat_global_utilities.csv
103133,2017,EVN AG,AUT,4931,6454.9,2215.6,3383.6,306.4,2892.1,1138.1,50.5,534.5,66.8,508.9,0.1273,0.1841,0.0828,7.6183,0.9575,compustat_global_utilities.csv
103133,2018,EVN AG,AUT,4931,7831.1,2072.6,3438.7,351.4,3832.8,1045.3,89.1,465.1,48.2,603.5,0.1273,0.1449,0.0594,12.5207,0.9215,compustat_global_utilities.csv
103133,2019,EVN AG,AUT,4931,8188.6,2204.0,3579.6,391.9,4295.6,993.9,68.8,483.8,45.5,429.7,0.1273,0.1298,0.0591,9.4440,0.9353,compustat_global_utilities.csv
103133,2020,EVN AG,AUT,4931,8365.7,2107.5,3703.4,367.5,4282.1,1118.1,115.2,488.4,45.1,412.0,0.1315,0.1474,0.0584,9.1353,0.9066,compustat_global_utilities.csv
103133,2021,EVN AG,AUT,4931,11139.8,2394.9,3692.1,415.4,6281.2,774.0,323.5,534.8,55.5,789.6,0.0995,0.0985,0.0480,14.2270,0.7052,compustat_global_utilities.csv
103133,2022,EVN AG,AUT,4931,12430.5,4062.2,3880.4,564.2,7047.8,1206.2,383.8,619.8,33.8,151.0,0.1010,0.1279,0.0499,4.4675,0.7586,compustat_global_utilities.csv
103133,2023,EVN AG,AUT,4931,10996.0,3768.7,4285.7,691.0,6165.4,1174.9,352.0,898.3,47.0,942.4,0.0467,0.1389,0.0817,20.0511,0.7695,compustat_global_utilities.csv
103133,2024,EVN AG,AUT,4931,10913.6,3256.6,4662.7,752.5,6414.8,1058.1,134.6,737.7,48.9,1166.7,0.0407,0.1093,0.0676,23.8589,0.8871,compustat_global_utilities.csv
103133,2025,EVN AG,AUT,4931,11030.7,3000.0,4746.1,,6328.3,1283.8,29.8,695.5,43.1,935.2,0.0407,0.1191,0.0631,21.6984,0.9773,compustat_global_utilities.csv
103148,2010,NORTHERN ELECTRIC PLC,GBR,4931,1738.814,288.569,1439.853,120.844,690.427,349.472,9.65,153.6,33.913,100.818,0.0003,0.2065,0.0883,2.9728,0.9731,compustat_global_utilities.csv
103148,2011,NORTHERN ELECTRIC PLC,GBR,4931,2026.883,301.427,1515.896,131.186,776.566,468.64,37.789,171.218,37.617,124.468,0.0003,0.2499,0.0845,3.3088,0.9254,compustat_global_utilities.csv
103148,2012,NORTHERN ELECTRIC PLC,GBR,4931,2133.713,331.614,1646.514,169.658,881.973,470.086,11.425,185.963,36.882,106.354,0.0003,0.2257,0.0872,2.8836,0.9763,compustat_global_utilities.csv
103148,2013,NORTHERN ELECTRIC PLC,GBR,4931,1980.956,350.919,1790.233,199.392,755.997,466.759,44.536,180.827,38.675,130.885,0.0003,0.2581,0.0913,3.3842,0.9129,compustat_global_utilities.csv
103148,2014,NORTHERN ELECTRIC PLC,GBR,4931,2204.446,409.503,1946.871,216.76,886.894,466.96,85.204,210.709,38.648,155.456,0.0003,0.2505,0.0956,4.0224,0.8457,compustat_global_utilities.csv
103148,2015,NORTHERN ELECTRIC PLC,GBR,4931,2358.285,386.388,2130.082,271.339,1008.569,587.175,13.917,196.161,39.447,126.466,0.0003,0.2549,0.0832,3.2060,0.9768,compustat_global_utilities.csv
103148,2016,NORTHERN ELECTRIC PLC,GBR,4931,2503.973,384.867,2322.9,247.702,974.774,587.414,153.844,181.181,41.799,168.924,0.0003,0.2960,0.0724,4.0413,0.7925,compustat_global_utilities.csv
103148,2017,NORTHERN ELECTRIC PLC,GBR,4931,2852.223,403.441,2551.472,321.52,1111.763,694.092,203.972,180.216,44.192,159.624,0.0003,0.3149,0.0632,3.6121,0.7729,compustat_global_utilities.csv
103148,2018,NORTHERN ELECTRIC PLC,GBR,4931,2972.798,418.973,2686.862,259.786,1169.291,670.361,297.803,173.937,47.753,231.363,0.0000,0.3257,0.0585,4.8450,0.6924,compustat_global_utilities.csv
103148,2019,NORTHERN ELECTRIC PLC,GBR,4931,3121.765,447.615,2815.27,226.032,1236.837,659.296,348.791,183.408,48.887,229.478,0.0000,0.3229,0.0588,4.6940,0.6540,compustat_global_utilities.csv
103148,2020,NORTHERN ELECTRIC PLC,GBR,4931,3197.311,454.302,2903.709,220.905,1280.203,957.48,80.096,185.571,48.312,260.481,0.0000,0.3245,0.0580,5.3916,0.9228,compustat_global_utilities.csv
103148,2021,NORTHERN ELECTRIC PLC,GBR,4931,3488.186,493.744,3007.651,245.135,1466.257,997.347,54.81,184.19,42.323,275.647,0.0000,0.3016,0.0528,6.5129,0.9479,compustat_global_utilities.csv
103148,2022,NORTHERN ELECTRIC PLC,GBR,4931,3696.218,558.19,3071.986,219.444,1397.996,1202.922,128.442,181.235,53.767,288.324,0.0000,0.3602,0.0490,5.3625,0.9035,compustat_global_utilities.csv
103148,2023,NORTHERN ELECTRIC PLC,GBR,4931,3793.278,570.484,3174.62,248.021,1471.36,1161.463,138.515,215.184,54.319,367.393,0.0000,0.3427,0.0567,6.7636,0.8934,compustat_global_utilities.csv
103148,2024,NORTHERN ELECTRIC PLC,GBR,4931,3770.831,670.688,3321.8,264.64,1402.696,1129.367,137.705,314.497,55.0,590.163,0.0000,0.3360,0.0834,10.7302,0.8913,compustat_global_utilities.csv
103167,2010,ELECTRICITE DE STRASBOURG,FRA,4911,1276.201,577.147,652.625,40.582,259.902,1.771,0.302,115.216,0.118,87.73,0.9895,0.0016,0.0903,743.4746,0.8543,compustat_global_utilities.csv
103167,2011,ELECTRICITE DE STRASBOURG,FRA,4911,1328.386,562.094,667.876,47.315,278.07,1.515,0.981,118.539,0.106,113.566,0.9895,0.0019,0.0892,1071.3774,0.6070,compustat_global_utilities.csv
103167,2012,ELECTRICITE DE STRASBOURG,FRA,4911,1444.591,707.338,687.028,52.042,272.731,0.732,1.424,123.291,0.092,108.619,0.9895,0.0015,0.0853,1180.6413,0.3395,compustat_global_utilities.csv
103167,2013,ELECTRICITE DE STRASBOURG,FRA,4911,1492.987,838.349,702.018,50.861,309.689,2.961,0.496,162.096,0.244,121.543,0.9895,0.0023,0.1086,498.1270,0.8565,compustat_global_utilities.csv
103167,2014,ELECTRICITE DE STRASBOURG,FRA,4911,1556.376,945.211,713.51,51.449,302.521,3.446,0.23,137.969,0.21,65.506,0.9895,0.0024,0.0886,311.9333,0.9374,compustat_global_utilities.csv
103167,2015,ELECTRICITE DE STRASBOURG,FRA,4911,1576.06,952.742,730.436,46.9,324.846,6.005,0.244,134.021,0.188,89.133,0.9895,0.0040,0.0850,474.1117,0.9610,compustat_global_utilities.csv
103167,2016,ELECTRICITE DE STRASBOURG,FRA,4911,1648.368,863.133,746.542,49.913,332.186,11.362,0.469,160.973,0.106,148.352,0.9895,0.0072,0.0977,1399.5472,0.9604,compustat_global_utilities.csv
103167,2017,ELECTRICITE DE STRASBOURG,FRA,4911,1669.226,803.354,758.375,46.563,349.545,11.101,0.35,149.39,0.097,122.192,0.9895,0.0069,0.0895,1259.7113,0.9694,compustat_global_utilities.csv
103167,2018,ELECTRICITE DE STRASBOURG,FRA,4911,1692.345,720.935,816.162,52.021,374.133,10.406,0.548,137.002,0.097,122.518,0.9895,0.0065,0.0810,1263.0722,0.9500,compustat_global_utilities.csv
103167,2019,ELECTRICITE DE STRASBOURG,FRA,4911,1693.75,766.737,850.928,63.161,365.264,16.63,3.859,138.849,0.203,97.575,0.9895,0.0121,0.0820,480.6650,0.8117,compustat_global_utilities.csv
103167,2020,ELECTRICITE DE STRASBOURG,FRA,4911,1697.932,741.304,841.38,45.189,347.973,16.044,3.926,152.496,0.565,98.947,0.9895,0.0118,0.0898,175.1274,0.8034,compustat_global_utilities.csv
103167,2021,ELECTRICITE DE STRASBOURG,FRA,4911,1877.461,870.836,862.02,64.389,373.205,15.274,3.754,140.352,0.266,146.758,0.9895,0.0101,0.0748,551.7218,0.8027,compustat_global_utilities.csv
103167,2022,ELECTRICITE DE STRASBOURG,FRA,4911,2059.047,1292.811,876.925,64.489,417.689,16.296,3.881,129.602,0.186,144.398,0.9895,0.0098,0.0629,776.3333,0.8077,compustat_global_utilities.csv
103167,2023,ELECTRICITE DE STRASBOURG,FRA,4911,2019.239,1674.248,899.362,69.907,474.264,14.966,4.303,178.595,0.186,29.178,0.9895,0.0095,0.0884,156.8710,0.7767,compustat_global_utilities.csv
103167,2024,ELECTRICITE DE STRASBOURG,FRA,4911,2115.181,1419.497,922.63,71.008,585.912,7.023,3.933,240.642,0.192,198.085,0.9895,0.0052,0.1138,1031.6927,0.6410,compustat_global_utilities.csv
103195,2010,BURGENLAND HOLDING AG,AUT,4931,76.454,0.0,0.0,,76.439,0.0,0.0,-0.22,0.0,6.358,,0.0000,-0.0029,,,compustat_global_utilities.csv
103195,2011,BURGENLAND HOLDING AG,AUT,4931,73.636,0.0,0.0,,73.619,0.0,0.0,-0.235,0.001,3.613,,0.0000,-0.0032,3613.0000,,compustat_global_utilities.csv
103195,2012,BURGENLAND HOLDING AG,AUT,4931,76.551,0.0,0.0,,76.418,0.0,0.0,-0.298,0.0,6.365,,0.0000,-0.0039,,,compustat_global_utilities.csv
103195,2013,BURGENLAND HOLDING AG,AUT,4931,78.139,0.0,0.0,,78.126,0.0,0.0,-0.23,0.0,8.035,,0.0000,-0.0029,,,compustat_global_utilities.csv
103195,2014,BURGENLAND HOLDING AG,AUT,4931,78.243,0.0,0.0,,78.232,0.0,0.0,-0.208,,8.215,,0.0000,-0.0027,,,compustat_global_utilities.csv
103195,2015,BURGENLAND HOLDING AG,AUT,4931,78.47,0.0,0.0,,78.459,0.0,0.0,-0.207,0.0,8.231,,0.0000,-0.0026,,,compustat_global_utilities.csv
103195,2016,BURGENLAND HOLDING AG,AUT,4931,79.754,0.0,0.0,,79.741,0.0,0.0,-0.216,0.0,9.422,,0.0000,-0.0027,,,compustat_global_utilities.csv
103195,2017,BURGENLAND HOLDING AG,AUT,4931,80.761,0.0,0.0,,80.742,0.0,0.0,-0.221,0.0,10.57,,0.0000,-0.0027,,,compustat_global_utilities.csv
103195,2018,BURGENLAND HOLDING AG,AUT,4931,79.776,0.01,0.0,,79.757,0.0,0.0,-0.236,0.0,1.245,,0.0000,-0.0030,,,compustat_global_utilities.csv
103195,2019,BURGENLAND HOLDING AG,AUT,4931,80.123,0.0,0.0,,80.1,0.0,0.0,-0.232,0.0,9.536,,0.0000,-0.0029,,,compustat_global_utilities.csv
103195,2020,BURGENLAND HOLDING AG,AUT,4931,80.68,0.0,0.0,,80.66,0.0,0.0,-0.242,0.0,9.702,,0.0000,-0.0030,,,compustat_global_utilities.csv
103195,2021,BURGENLAND HOLDING AG,AUT,4931,80.7,0.0,0.0,,80.694,0.0,0.0,-0.28,0.001,10.426,,0.0000,-0.0035,10426.0000,,compustat_global_utilities.csv
103195,2022,BURGENLAND HOLDING AG,AUT,4931,80.718,0.0,0.0,,80.646,0.0,0.0,-0.345,0.0,10.36,,0.0000,-0.0043,,,compustat_global_utilities.csv
103195,2023,BURGENLAND HOLDING AG,AUT,4931,81.7,0.0,0.0,,81.678,0.0,0.0,-0.312,0.001,10.353,,0.0000,-0.0038,10353.0000,,compustat_global_utilities.csv
103195,2024,BURGENLAND HOLDING AG,AUT,4931,81.976,0.0,0.0,,81.962,0.0,0.0,-0.288,0.0,11.42,,0.0000,-0.0035,,,compustat_global_utilities.csv
103195,2025,BURGENLAND HOLDING AG,AUT,4931,82.562,0.0,0.0,,82.552,0.0,0.0,-0.283,0.0,11.522,,0.0000,-0.0034,,,compustat_global_utilities.csv
103342,2009,SSE PLC,GBR,4911,18127.6,21550.4,8204.2,995.0,3124.8,5143.3,903.7,2132.8,350.7,1650.7,0.0329,0.3336,0.1177,4.7069,0.8506,compustat_global_utilities.csv
103342,2010,SSE PLC,GBR,4911,21450.4,28334.2,8513.1,1079.0,5200.8,5159.9,446.5,3303.2,358.0,1719.3,0.0329,0.2614,0.1540,4.8025,0.9204,compustat_global_utilities.csv
103342,2011,SSE PLC,GBR,4911,19685.0,31723.9,9153.1,1501.2,4584.1,5537.0,708.6,1046.8,351.5,1708.2,0.0347,0.3173,0.0532,4.8597,0.8865,compustat_global_utilities.csv
103342,2012,SSE PLC,GBR,4911,20596.3,28304.6,9838.3,1303.3,5548.9,4540.4,1544.6,2034.4,370.0,1977.2,0.0347,0.2954,0.0988,5.3438,0.7462,compustat_global_utilities.csv
103342,2013,SSE PLC,GBR,4911,21014.3,30585.0,10316.6,1432.3,5119.5,5676.3,618.7,2065.6,374.5,2428.4,0.0347,0.2996,0.0983,6.4844,0.9017,compustat_global_utilities.csv
103342,2014,SSE PLC,GBR,4911,23295.6,31654.4,11303.9,1345.3,6080.5,5367.9,732.8,2173.8,334.6,1958.3,0.0347,0.2619,0.0933,5.8527,0.8799,compustat_global_utilities.csv
